date,equity
2015-02-02,100073.93798571388
2015-03-04,104486.93860139535
2015-04-02,103638.07824211856
2015-05-04,104161.75318194405
2015-06-03,106514.67384265609
2015-07-02,105897.24956733033
2015-08-03,107521.9277636008
2015-09-01,98789.68324864852
2015-10-01,100281.30190632597
2015-10-30,106172.19037100472
2015-12-01,107872.00320654109
2015-12-31,104538.68154685668
2016-02-02,96231.72265926798
2016-03-03,97820.27827333818
2016-04-04,101824.85946593275
2016-05-03,105565.83717481948
2016-06-02,109015.26984564775
2016-07-01,109838.49416094071
2016-08-02,111345.82460337238
2016-08-31,111772.38510385659
2016-09-30,113446.95121748654
2016-10-31,111317.73820271445
2016-11-30,126341.41868100953
2016-12-30,129329.86680908491
2017-02-01,130468.95475373787
2017-03-03,133561.0030382134
2017-04-03,134811.54231012185
2017-05-03,134401.29360824445
2017-06-02,142213.83467319302
2017-07-03,138405.96179081008
2017-08-02,140552.21008832278
2017-08-31,141537.40683960062
2017-10-02,143510.3009033086
2017-10-31,148871.79542255288
2017-11-30,153524.30896845457
2018-01-02,160511.35137232955
2018-02-01,169558.05664548356
