date,equity
2015-02-02,100520.52482261095
2015-03-04,101935.22153118024
2015-04-02,101795.37833650757
2015-05-04,99161.4451738883
2015-06-03,103508.06628214392
2015-07-02,103940.84284748511
2015-08-03,104943.84751105808
2015-09-01,96038.92425414542
2015-10-01,95494.15049713061
2015-10-30,101225.8003881512
2015-12-01,102053.11053830388
2015-12-31,100256.95247793393
2016-02-02,96246.60607103686
2016-03-03,97513.51004332564
2016-04-04,102337.79406465511
2016-05-03,101450.98065297912
2016-06-02,103963.4164062586
2016-07-01,107427.4906165342
2016-08-02,107727.00170779102
2016-08-31,107988.8783701289
2016-09-30,109595.70352411096
2016-10-31,105032.16275311634
2016-11-30,115429.33426418607
2016-12-30,116431.70509944587
2017-02-01,117897.84931337507
2017-03-03,121874.12652259685
2017-04-03,118674.78483033474
2017-05-03,119579.42948802025
2017-06-02,125284.66996293537
2017-07-03,119113.46489016202
2017-08-02,123326.24882483941
2017-08-31,125551.70383214855
2017-10-02,126883.93299837966
2017-10-31,130572.19339548587
2017-11-30,132795.9194095876
2018-01-02,135998.5379815261
2018-02-01,141506.13369757924
